1|"['Black']"
2|"['Orange', 'Orange', 'Yellow']"
3|"['Black', 'Yellow', 'White', 'Beige']"
4|"['White', 'Pink', 'Black']"
5|"['Green']"
6|"['Red', 'Cyan']"
7|"['Yellow', 'Brown', 'Yellow']"
8|"['Orange', 'Beige', 'Black', 'White', 'Magenta']"
9|"['Beige']"
10|"['Blue', 'Red', 'White', 'Yellow']"
11|"['Purple', 'Yellow', 'Black', 'Red', 'Red']"
12|"['Red']"
13|"['Brown']"
14|"['Pink', 'Cyan', 'Pink', 'Orange']"
15|"['Green']"
16|"['Green']"
17|"['Blue']"
18|"['Green', 'Yellow', 'Red', 'Pink']"
19|"['Pink', 'Beige', 'Beige', 'Cyan']"
20|"['Magenta']"
21|"['Orange', 'Purple']"
22|"['Pink', 'Purple']"
23|"['Black', 'Red', 'Brown', 'Red', 'Brown']"
24|"['Pink', 'Red', 'Cyan', 'White']"
25|"['Green', 'Cyan', 'Black', 'Orange']"
26|"['Brown', 'Brown', 'Brown', 'Green']"
27|"['Yellow', 'Beige', 'Orange', 'Pink', 'Purple']"
28|"['Beige', 'Orange', 'Blue', 'Green']"
29|"['Green', 'Green', 'Pink', 'Orange', 'Pink']"
30|"['Magenta', 'Orange']"
31|"['Purple', 'Magenta', 'Beige', 'Red', 'Orange']"
32|"['Black', 'Yellow', 'Purple', 'Red', 'White']"
33|"['Cyan', 'Yellow', 'Cyan', 'White']"
34|"['Orange', 'White', 'Pink', 'Orange', 'Red']"
35|"['White', 'Blue', 'Brown', 'White']"
36|"['Pink', 'Beige', 'Magenta', 'Beige']"
37|"['Yellow', 'White', 'Purple', 'Green']"
38|"['Brown', 'Magenta', 'Purple', 'Yellow']"
39|"['White', 'Blue', 'Magenta', 'Yellow', 'Magenta']"
40|"['Green', 'Blue', 'Green']"
41|"['Green', 'Red', 'Pink', 'Blue']"
42|"['Blue', 'White', 'Black']"
43|"['Purple', 'Magenta', 'Brown', 'Red']"
44|"['Purple', 'Beige', 'Yellow']"
45|"['Red', 'Yellow', 'Cyan', 'Red', 'Orange']"
46|"['Black', 'Cyan', 'Green', 'Brown', 'Orange']"
47|"['Brown', 'Green', 'Red', 'Black']"
48|"['Blue', 'White', 'Green']"
49|"['Black', 'Red', 'Magenta']"
50|"['Orange']"
51|"['Cyan', 'Green', 'Green']"
52|"['Orange']"
53|"['White', 'Yellow', 'Beige']"
54|"['Cyan', 'Brown', 'Orange', 'Beige']"
55|"['Yellow', 'Cyan', 'Beige', 'Orange']"
56|"['Green', 'Beige', 'Green', 'Magenta']"
57|"['Green', 'Black']"
58|"['Blue', 'Magenta', 'Red', 'Magenta']"
59|"['Yellow']"
60|"['Magenta']"
61|"['Magenta', 'Brown', 'Beige']"
62|"['Purple', 'Brown', 'Blue']"
63|"['Black', 'Beige', 'Red', 'Magenta', 'Green']"
64|"['Orange', 'Blue', 'Orange']"
65|"['Magenta', 'Magenta']"
66|"['Brown', 'Red', 'Black', 'White']"
67|"['Cyan', 'Red', 'Blue', 'Red']"
68|"['Brown']"
69|"['Red']"
70|"['Orange']"
71|"['Beige']"
72|"['Brown', 'Green', 'Red', 'Orange', 'Orange']"
73|"['Red', 'Cyan', 'Yellow']"
74|"['Blue']"
75|"['Blue', 'Magenta']"
76|"['Pink', 'Purple', 'Beige', 'Orange']"
77|"['Cyan', 'Beige', 'Red', 'Brown']"
78|"['Black', 'Black', 'Green', 'Magenta']"
79|"['Cyan', 'Blue', 'Beige', 'Cyan']"
80|"['White', 'Black', 'Blue', 'Orange']"
81|"['Black', 'Purple', 'Green']"
82|"['Yellow', 'Cyan', 'White', 'Beige']"
83|"['Yellow', 'Cyan', 'Blue']"
84|"['Magenta', 'Red', 'Magenta', 'Orange', 'Yellow']"
85|"['Black', 'Pink', 'Magenta', 'Blue']"
86|"['Orange', 'Yellow']"
87|"['Purple']"
88|"['Magenta', 'Purple', 'Brown', 'Pink']"
630|"['Yellow']"
89|"['Magenta', 'Brown']"
90|"['Yellow', 'Black', 'Magenta']"
91|"['Beige', 'Blue', 'Brown']"
92|"['Cyan', 'Magenta', 'Purple']"
93|"['Pink', 'Brown']"
94|"['Beige', 'Black', 'Black', 'Cyan', 'Yellow']"
95|"['Cyan', 'Cyan', 'White']"
96|"['Green']"
97|"['Blue']"
98|"['White', 'Brown']"
99|"['Black', 'Orange', 'Beige']"
100|"['Yellow']"
101|"['Black', 'Red', 'Red', 'Beige', 'Purple']"
102|"['Red', 'White', 'Blue', 'Black']"
103|"['Red', 'Brown', 'Black']"
104|"['Purple', 'Brown']"
105|"['Purple']"
106|"['Blue', 'Green', 'Yellow', 'Orange']"
107|"['Yellow']"
108|"['Red', 'Black', 'White', 'White', 'Beige']"
109|"['Purple', 'Cyan']"
110|"['Magenta', 'Yellow']"
111|"['White', 'Green']"
112|"['White']"
113|"['Magenta', 'Cyan', 'Cyan', 'Yellow']"
114|"['Pink', 'Black', 'Cyan']"
115|"['Cyan']"
116|"['Black', 'Yellow']"
117|"['Magenta', 'Black', 'Pink', 'Red', 'Beige']"
118|"['White', 'Blue', 'White', 'Cyan']"
119|"['Blue', 'Pink', 'Purple', 'Yellow']"
120|"['Purple', 'Black', 'Cyan']"
121|"['Purple', 'Magenta']"
122|"['Red']"
123|"['Magenta']"
124|"['Cyan', 'Cyan', 'Orange']"
125|"['Black', 'Black', 'Green']"
126|"['Black', 'Cyan', 'Red']"
127|"['Brown']"
128|"['Beige', 'Purple', 'Pink', 'Black']"
129|"['Green', 'Blue', 'Green']"
130|"['Pink', 'Red']"
131|"['Magenta', 'Purple']"
132|"['White', 'Pink', 'Brown', 'White']"
133|"['Cyan', 'Black']"
134|"['Yellow', 'Green', 'Brown', 'Orange']"
135|"['Magenta']"
136|"['Magenta', 'Black', 'Blue', 'Yellow', 'Red']"
137|"['Purple', 'White', 'Black', 'Black', 'Black']"
138|"['Pink', 'Magenta', 'Green']"
139|"['Red', 'Brown', 'Red']"
140|"['Black']"
141|"['Purple', 'Brown']"
142|"['Blue', 'Cyan', 'Red', 'Brown', 'Brown']"
143|"['Orange', 'Brown', 'Cyan', 'White', 'Purple']"
144|"['Blue', 'Black', 'Green', 'Yellow', 'Magenta']"
145|"['Black']"
146|"['Magenta']"
147|"['Beige']"
148|"['Black', 'White', 'Green', 'Green', 'Blue']"
149|"['Beige', 'Yellow', 'Magenta', 'White']"
150|"['Yellow', 'Green', 'Yellow', 'Red', 'Orange']"
151|"['Magenta', 'Beige']"
152|"['Cyan', 'Blue']"
153|"['Cyan', 'Green', 'Magenta', 'Brown']"
154|"['Blue', 'Red', 'White']"
155|"['Yellow', 'Green', 'Red']"
156|"['Red', 'Green']"
157|"['Green', 'Pink', 'Orange', 'Magenta']"
158|"['Magenta']"
159|"['Blue', 'Orange', 'Blue']"
160|"['Brown']"
161|"['Orange', 'Black']"
162|"['Purple', 'Green']"
163|"['Magenta', 'Pink']"
164|"['Cyan', 'Black', 'Purple', 'Brown']"
165|"['Green', 'Magenta', 'Pink', 'Purple']"
166|"['Beige', 'Cyan', 'White', 'White', 'Red']"
167|"['Black', 'Beige', 'Cyan', 'Brown']"
168|"['Brown', 'Magenta', 'Cyan', 'White', 'White']"
169|"['Green', 'Brown', 'Cyan', 'Blue', 'Green']"
170|"['Cyan', 'Brown', 'Orange', 'Black', 'Brown']"
171|"['Orange', 'Brown', 'Magenta', 'Black', 'Pink']"
172|"['Brown', 'Black', 'Pink', 'Green']"
173|"['Pink', 'Blue', 'Blue', 'Red', 'Magenta']"
174|"['Green', 'Red']"
175|"['Orange', 'Blue', 'Beige', 'Orange']"
176|"['Purple', 'Blue']"
177|"['Purple', 'Orange']"
178|"['Purple', 'Blue', 'Orange', 'Brown', 'Red']"
179|"['Red', 'Pink', 'Orange']"
180|"['Magenta', 'White']"
181|"['Red', 'Cyan']"
182|"['Beige', 'Red', 'Blue', 'White', 'Black']"
183|"['Brown']"
184|"['Pink', 'Orange', 'Black']"
185|"['Beige', 'Blue', 'White', 'Red']"
186|"['Orange', 'Orange', 'Pink', 'Magenta', 'Pink']"
187|"['Beige', 'Magenta', 'Pink']"
188|"['Magenta', 'Magenta', 'Black']"
189|"['Cyan', 'Yellow', 'Pink', 'Blue', 'Yellow']"
190|"['Black', 'Magenta']"
191|"['Blue', 'Yellow', 'Red', 'Pink']"
192|"['Green']"
193|"['Black', 'Black', 'Beige', 'Pink']"
194|"['Purple', 'Yellow', 'Pink']"
195|"['Pink', 'Magenta', 'Magenta', 'Pink']"
196|"['Beige']"
197|"['Black', 'Blue']"
198|"['Beige', 'Cyan', 'Purple', 'Brown']"
199|"['Orange', 'Black', 'Beige', 'Black']"
200|"['Purple', 'Blue']"
201|"['Beige', 'Yellow', 'Black']"
202|"['Green', 'Pink']"
203|"['Orange']"
204|"['Yellow', 'Brown']"
205|"['Red', 'Yellow', 'Red']"
206|"['Green', 'Green', 'Pink', 'Red']"
207|"['Beige', 'Brown', 'Blue', 'White', 'Blue']"
208|"['Black']"
209|"['Pink', 'Yellow', 'Green']"
210|"['Black', 'Cyan', 'Magenta']"
211|"['Magenta', 'Blue', 'Brown']"
212|"['Blue', 'Brown', 'Yellow']"
213|"['Orange', 'Blue']"
214|"['Blue', 'Pink', 'Brown', 'Brown']"
215|"['Blue']"
216|"['Yellow', 'Brown', 'Beige', 'Magenta', 'Beige']"
217|"['Black', 'Blue']"
218|"['Green']"
219|"['Blue', 'Pink', 'Blue']"
220|"['Blue', 'Blue', 'Yellow']"
221|"['Red', 'Brown', 'Cyan', 'Orange']"
222|"['Black']"
223|"['Red', 'Beige', 'Yellow']"
224|"['Red', 'White', 'Red', 'Red']"
225|"['Orange', 'Brown', 'Pink', 'Beige']"
226|"['Blue', 'Magenta', 'Red', 'White', 'White']"
227|"['Orange', 'Black', 'Blue', 'Beige']"
228|"['Magenta']"
229|"['Blue', 'Magenta', 'Yellow', 'Orange', 'Purple']"
230|"['Yellow']"
231|"['Yellow', 'White', 'Yellow', 'Red']"
232|"['Purple', 'Cyan']"
233|"['Black', 'Orange', 'Cyan', 'Orange']"
234|"['Brown', 'Purple', 'Purple', 'Yellow']"
235|"['Brown']"
236|"['Red', 'Beige', 'Purple', 'Blue', 'Orange']"
237|"['Yellow']"
238|"['Cyan', 'Purple', 'Magenta', 'Cyan', 'Yellow']"
239|"['Purple', 'Cyan']"
240|"['Orange']"
241|"['Red', 'Orange', 'Red', 'Yellow']"
242|"['Cyan', 'Purple', 'White', 'Orange', 'Red']"
243|"['Magenta', 'Cyan']"
244|"['Purple', 'Pink', 'White', 'Yellow', 'White']"
245|"['Black', 'Brown', 'Yellow', 'Beige', 'White']"
246|"['Yellow']"
247|"['Pink', 'Purple', 'Magenta', 'Orange']"
248|"['Black', 'Magenta', 'Beige']"
249|"['Orange', 'Yellow', 'Yellow', 'Black', 'Green']"
250|"['Black', 'Purple']"
251|"['Black', 'Brown']"
252|"['Pink', 'Yellow', 'Orange', 'Purple']"
253|"['Green', 'Red', 'Blue', 'Pink', 'Purple']"
254|"['Pink']"
255|"['Pink', 'White', 'Pink', 'White', 'Black']"
256|"['Black', 'Red', 'Green', 'Brown']"
257|"['Yellow', 'Purple', 'White', 'White']"
258|"['Black', 'Yellow', 'Yellow']"
259|"['Blue', 'Yellow', 'Yellow']"
260|"['Brown', 'White', 'Cyan']"
261|"['Orange', 'Green', 'Yellow', 'Blue']"
262|"['Cyan']"
263|"['Blue', 'Black']"
264|"['Brown', 'Pink', 'Magenta']"
265|"['Beige', 'Red', 'Yellow', 'White']"
266|"['Orange', 'White', 'Orange', 'Red']"
267|"['Magenta', 'Beige', 'Magenta']"
268|"['Orange', 'Brown', 'White', 'Magenta', 'Magenta']"
269|"['Yellow']"
270|"['Red', 'Red', 'Orange', 'Brown']"
271|"['Red']"
272|"['Cyan']"
273|"['Beige', 'Purple', 'Magenta', 'Purple']"
274|"['Brown']"
275|"['Yellow', 'Red']"
276|"['Magenta', 'Yellow']"
277|"['Red', 'Orange']"
278|"['Brown']"
279|"['Black', 'Magenta', 'Yellow', 'Yellow']"
280|"['Purple']"
281|"['Brown', 'Green']"
282|"['Beige', 'Orange']"
283|"['Red', 'Green', 'Green', 'Orange', 'Brown']"
284|"['Pink']"
285|"['Beige', 'Orange', 'Beige', 'Pink']"
286|"['Green', 'Cyan', 'Orange', 'Purple', 'Beige']"
287|"['Orange', 'Orange', 'Red', 'Green', 'White']"
288|"['Cyan', 'Cyan', 'Brown', 'Brown']"
289|"['Orange', 'Magenta', 'Purple']"
290|"['Beige']"
291|"['White', 'Brown', 'Red', 'Yellow']"
292|"['White', 'Black']"
293|"['Black', 'Orange']"
294|"['White', 'Magenta', 'Red', 'Cyan']"
295|"['Orange', 'Black', 'Brown', 'Brown', 'Purple']"
296|"['Beige', 'Brown', 'Orange']"
297|"['White', 'Brown', 'Black', 'Black']"
298|"['Magenta', 'Blue']"
299|"['Black', 'Pink', 'White', 'Red']"
300|"['Beige', 'Green', 'Cyan']"
301|"['Black', 'Cyan', 'Yellow', 'Purple']"
302|"['Brown', 'White', 'Red', 'Beige', 'Brown']"
303|"['White', 'Green']"
304|"['Cyan', 'Purple', 'Beige', 'Black', 'White']"
305|"['Blue', 'Blue', 'Blue', 'Yellow']"
306|"['Pink', 'Beige', 'Red', 'Blue']"
307|"['Magenta']"
308|"['Pink', 'Red', 'Black', 'Brown']"
309|"['Brown', 'White', 'Magenta']"
310|"['Black', 'Blue']"
311|"['Magenta', 'Orange', 'Blue', 'Black', 'Magenta']"
312|"['Pink', 'White', 'Magenta']"
313|"['Brown']"
314|"['Magenta', 'Green', 'Magenta', 'Yellow']"
315|"['Magenta', 'Pink']"
316|"['White', 'Blue', 'Cyan', 'Green']"
317|"['Beige', 'Brown', 'Cyan', 'Pink', 'Orange']"
318|"['Beige']"
319|"['Blue', 'Red', 'Magenta', 'Green']"
320|"['Orange', 'Blue', 'Cyan', 'Green']"
321|"['Yellow', 'Pink', 'Green', 'White']"
322|"['Yellow', 'Pink', 'Purple', 'Green']"
323|"['Green', 'Black']"
324|"['Brown', 'Orange', 'Brown', 'Blue']"
325|"['Red', 'Blue', 'Red']"
326|"['Yellow', 'Beige', 'Yellow']"
327|"['Red', 'Pink', 'Beige', 'Pink']"
328|"['Pink']"
329|"['Magenta', 'Cyan']"
330|"['Green', 'Red', 'Orange', 'Green']"
331|"['Orange']"
332|"['Pink', 'Magenta', 'Cyan', 'Cyan']"
333|"['Brown', 'Purple']"
334|"['White', 'Black']"
335|"['Blue', 'Orange', 'Purple', 'White', 'Orange']"
336|"['Beige']"
337|"['Brown', 'Cyan', 'Cyan']"
338|"['Green', 'Blue', 'Yellow']"
339|"['Pink', 'Beige']"
340|"['Cyan', 'Beige']"
341|"['Pink', 'Cyan', 'Red', 'Purple', 'Blue']"
342|"['Red']"
343|"['Pink', 'White', 'Brown', 'Red', 'Blue']"
